bid,bidtime,bidderrate,openbid,price,auction_type,bid_no,item_Palm Pilot M515 PDA,item_Xbox game console
-0.10136099165043216,-0.7421303970539389,-0.26484083376889633,0.2771818493856969,-0.3638835999232288,3,-1.2038075281645728,0,0
-0.33345631524169045,-0.5852527677297854,-0.26484083376889633,0.2771818493856969,-0.3638835999232288,3,-1.098991084066812,0,0
-0.27156422895068827,-0.5849578522179683,-0.24825549374680414,0.2771818493856969,-0.3638835999232288,3,-0.9941746399690513,0,0
-0.17872609951418494,-0.584844815436782,-0.24825549374680414,0.2771818493856969,-0.3638835999232288,3,-0.8893581958712906,0,0
-0.09362448086405689,-0.4536414087026146,-0.23167015372471195,0.2771818493856969,-0.3638835999232288,3,-0.7845417517735299,0,0
-0.6398221423821514,-1.5389517397045955,-0.24825549374680414,-0.30432627678505003,0.04540699960899868,3,-1.2038075281645728,0,0
-0.6390484913035139,-1.4841752204124792,-0.2565481637578502,-0.30432627678505003,0.04540699960899868,3,-1.098991084066812,0,0
-0.6382748402248763,-1.4808257621067993,-0.24825549374680414,-0.30432627678505003,0.04540699960899868,3,-0.9941746399690513,0,0
-0.5655516388329488,-1.4799796860491226,-0.2565481637578502,-0.30432627678505003,0.04540699960899868,3,-0.8893581958712906,0,0
-0.6367275380676013,-1.472951432951223,-0.24825549374680414,-0.30432627678505003,0.04540699960899868,3,-0.7845417517735299,0,0
-0.627443725123951,-1.4728923648587986,-0.24825549374680414,-0.30432627678505003,0.04540699960899868,3,-0.6797253076757691,0,0
-0.6119707035512004,-1.472828622313017,-0.24825549374680414,-0.30432627678505003,0.04540699960899868,3,-0.5749088635780084,0,0
-0.5810246604056993,-1.4727495815562475,-0.24825549374680414,-0.30432627678505003,0.04540699960899868,3,-0.47009241948024766,0,0
-0.488186530969196,-1.4727007122711482,-0.24825549374680414,-0.30432627678505003,0.04540699960899868,3,-0.36527597538248696,0,0
-0.5500786172601982,-1.3617168660092671,-0.2565481637578502,-0.30432627678505003,0.04540699960899868,3,-0.2604595312847262,0,0
-0.488186530969196,-1.097991856694165,-0.14045078360320484,-0.30432627678505003,0.04540699960899868,3,-0.15564308718696548,0,0
-0.33345631524169045,-1.0979523363157802,-0.14045078360320484,-0.30432627678505003,0.04540699960899868,3,-0.050826643089204745,0,0
-0.41082142310544323,-1.0455321664660637,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,0.053989801008555986,0,0
-0.33345631524169045,-1.0453354144747506,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,0.15880624510631672,0,0
-0.32262520014076507,-1.0452321515505842,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,0.26362268920407744,0,0
-0.0239958837866794,-0.7945016976185559,-0.2565481637578502,-0.30432627678505003,0.04540699960899868,3,0.3684391333018382,0,0
-0.27156422895068827,-0.7431286053208815,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,0.47325557739959895,0,0
-0.24061818580518715,-0.7429467265902508,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,0.5780720214973597,0,0
-0.17872609951418494,-0.7427550740026003,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,0.6828884655951204,0,0
-0.14778005636868383,-0.742361570019974,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,0.7877049096928811,0,0
-0.10136099165043216,-0.7422485332387878,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,0.8925213537906419,0,0
-0.0239958837866794,-0.7420959760792167,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,0.9973377978884026,0,0
0.006950159358821707,-0.7419778398943679,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,1.1021542419861634,0,0
0.13073433194082615,-0.7009879833542405,-0.2565481637578502,-0.30432627678505003,0.04540699960899868,3,1.206970686083924,0,0
0.13073433194082615,-0.67113309966158,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,1.3117871301816848,0,0
0.16168037508632724,-0.6709856419056713,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,1.4166035742794456,0,0
0.2854645476683317,-0.6627178087674691,-0.2565481637578502,-0.30432627678505003,0.04540699960899868,3,1.5214200183772062,0,0
0.2854645476683317,-0.5981784811634151,-0.16532879363634315,-0.30432627678505003,0.04540699960899868,3,1.626236462474967,0,0
0.31641059081383277,-0.5981291869280104,-0.16532879363634315,-0.30432627678505003,0.04540699960899868,3,1.7310529065727278,0,0
0.31641059081383277,-0.5964667813340216,-0.26484083376889633,-0.30432627678505003,0.04540699960899868,3,1.8358693506704884,0,0
0.36282965553208446,-0.5936140899351343,-0.16532879363634315,-0.30432627678505003,0.04540699960899868,3,1.9406857947682492,0,0
0.4401947633958372,-0.5810279117953688,-0.2565481637578502,-0.30432627678505003,0.04540699960899868,3,2.04550223886601,0,0
0.4556677849685878,-0.4172550388188474,-0.2565481637578502,-0.30432627678505003,0.04540699960899868,3,2.150318682963771,0,0
-0.33655091955624056,-1.3861515085589502,-0.11557277357006655,0.2771818493856969,-0.3119786343149446,3,-1.2038075281645728,0,0
-0.33345631524169045,-0.5527619172938956,-0.23167015372471195,0.2771818493856969,-0.3119786343149446,3,-1.098991084066812,0,0
-0.0239958837866794,-0.4352019650588606,-0.24825549374680414,0.2771818493856969,-0.3119786343149446,3,-0.9941746399690513,0,0
-0.1013300456072867,-0.41611872170271086,-0.11557277357006655,0.2771818493856969,-0.3119786343149446,3,-0.8893581958712906,0,0
-0.023964937743533928,-0.4160549791569291,-0.11557277357006655,0.2771818493856969,-0.3119786343149446,3,-0.7845417517735299,0,0
-0.15396926499778404,-1.5660469961152101,0.7883282576339582,0.2830562682112993,0.04540699960899868,3,-1.2038075281645728,0,0
-0.16325307794143437,-1.3779129969918076,-0.05752408349274386,0.2830562682112993,0.04540699960899868,3,-1.098991084066812,0,0
-0.02090127947212929,-1.377809734067641,-0.05752408349274386,0.2830562682112993,0.04540699960899868,3,-0.9941746399690513,0,0
0.0007609507297214855,-1.3499372435487937,0.7883282576339582,0.2830562682112993,0.04540699960899868,3,-0.8893581958712906,0,0
0.27308613041013124,-1.3367654838884464,0.5478408273136213,0.2830562682112993,0.04540699960899868,3,-0.7845417517735299,0,0
0.09978828879532503,-1.2423763719953942,-0.23996282373575803,0.2830562682112993,0.04540699960899868,3,-0.6797253076757691,0,0
0.1307652779839716,-0.8255613154264921,-0.05752408349274386,0.2830562682112993,0.04540699960899868,3,-0.5749088635780084,0,0
0.4401947633958372,-0.7439895546392409,-0.19020680366948145,0.2830562682112993,0.04540699960899868,3,-0.47009241948024766,0,0
0.36282965553208446,-0.7148235153913287,-0.2565481637578502,0.2830562682112993,0.04540699960899868,3,-0.36527597538248696,0,0
0.4401947633958372,-0.7145332743328691,-0.2565481637578502,0.2830562682112993,0.04540699960899868,3,-0.2604595312847262,0,0
0.4556677849685878,-0.7144300114087027,-0.2565481637578502,0.2830562682112993,0.04540699960899868,3,-0.15564308718696548,0,0
0.4401947633958372,-1.6151772007019765,-0.24825549374680414,0.876491244724936,2.051507402950057,3,-1.2038075281645728,0,0
0.9043854105783539,-1.5836301648939621,-0.26484083376889633,0.876491244724936,2.051507402950057,3,-1.098991084066812,0,0
0.7496551948508483,-1.5709704703513951,-0.24825549374680414,0.876491244724936,2.051507402950057,3,-0.9941746399690513,0,0
0.9043854105783539,-1.5709309499730104,-0.24825549374680414,0.876491244724936,2.051507402950057,3,-0.8893581958712906,0,0
1.0591156263058594,-1.570862108023566,-0.24825549374680414,0.876491244724936,2.051507402950057,3,-0.7845417517735299,0,0
1.523306273488376,-1.454625451038961,-0.23996282373575803,0.876491244724936,2.051507402950057,3,-0.6797253076757691,0,0
1.523306273488376,-1.2666831045032085,-0.007768063426467266,0.876491244724936,2.051507402950057,3,-0.5749088635780084,0,0
1.6780364892158812,-1.2665160990332605,-0.007768063426467266,0.876491244724936,2.051507402950057,3,-0.47009241948024766,0,0
1.585198359779378,-1.2311330368200986,-0.26484083376889633,0.876491244724936,2.051507402950057,3,-0.36527597538248696,0,0
1.832766704943387,-1.1662150784941008,-0.23996282373575803,0.876491244724936,2.051507402950057,3,-0.2604595312847262,0,0
1.8018206617978858,-1.1577895887926648,-0.26484083376889633,0.876491244724936,2.051507402950057,3,-0.15564308718696548,0,0
1.863712748088888,-1.1577109729862005,-0.26484083376889633,0.876491244724936,2.051507402950057,3,-0.050826643089204745,0,0
2.451687567853409,-0.536108114832642,-0.26484083376889633,0.876491244724936,2.051507402950057,3,0.053989801008555986,0,0
2.7611479993084203,-0.4172648126758673,-0.26484083376889633,0.876491244724936,2.051507402950057,3,0.15880624510631672,0,0
3.147973538627184,-0.41543030220826765,-0.05752408349274386,0.876491244724936,2.051507402950057,3,0.26362268920407744,0,0
3.070608430763431,-0.4153465869981409,-0.26484083376889633,0.876491244724936,2.051507402950057,3,0.3684391333018382,0,0
-0.30251027209618936,-1.658016440970386,-0.26484083376889633,0.2771818493856969,0.16070012623779514,3,-1.2038075281645728,0,0
-0.33345631524169045,-1.3727880963109522,0.688816217501405,0.2771818493856969,0.16070012623779514,3,-1.098991084066812,0,0
-0.29941566778163925,-1.3726946072438055,0.688816217501405,0.2771818493856969,0.16070012623779514,3,-0.9941746399690513,0,0
-0.291679156995264,-1.0116886992086844,-0.26484083376889633,0.2771818493856969,0.16070012623779514,3,-0.8893581958712906,0,0
-0.20827957071813852,-0.9645013674173472,-0.26484083376889633,0.2771818493856969,0.16070012623779514,3,-0.7845417517735299,0,0
-0.17594095563108983,-0.558954293141443,-0.26484083376889633,0.2771818493856969,0.16070012623779514,3,-0.6797253076757691,0,0
-0.1449949124855887,-0.5587821882678322,-0.26484083376889633,0.2771818493856969,0.16070012623779514,3,-0.5749088635780084,0,0
-0.11528671106590767,-0.558334290646139,-0.26484083376889633,0.2771818493856969,0.16070012623779514,3,-0.47009241948024766,0,0
-0.0239958837866794,-0.4802398982064365,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,-0.36527597538248696,0,0
0.05336922407707337,-0.48006311887946834,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,-0.2604595312847262,0,0
0.13073433194082615,-0.47996453040865916,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,-0.15564308718696548,0,0
0.16168037508632724,-0.47973845684628635,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,-0.050826643089204745,0,0
0.2854645476683317,-0.47963986837547723,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,0.053989801008555986,0,0
0.4401947633958372,-0.47952173219062844,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,0.15880624510631672,0,0
0.5949249791233427,-0.4755824428613142,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,0.26362268920407744,0,0
-0.07041494850493106,-0.4393974994222176,-0.22337748371366584,0.2771818493856969,0.16070012623779514,3,0.3684391333018382,0,0
-0.03946890535942996,-0.4392402678092891,-0.22337748371366584,0.2771818493856969,0.16070012623779514,3,0.47325557739959895,0,0
-0.008522862213928846,-0.43905796412835324,-0.22337748371366584,0.2771818493856969,0.16070012623779514,3,0.5780720214973597,0,0
0.006950159358821707,-0.43891050637244466,-0.22337748371366584,0.2771818493856969,0.16070012623779514,3,0.6828884655951204,0,0
0.037896202504322817,-0.43877282247355603,-0.22337748371366584,0.2771818493856969,0.16070012623779514,3,0.7877049096928811,0,0
0.18024800097362792,-0.42387024022008063,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,0.8925213537906419,0,0
0.24832929589373035,-0.4237423301782119,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,0.9973377978884026,0,0
0.3318836123865833,-0.42358467361497837,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,1.1021542419861634,0,0
0.5268436842032403,-0.4234767362374545,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,1.206970686083924,0,0
0.5918303748087926,-0.4233437267919231,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,1.3117871301816848,0,0
0.6103980006960933,-0.42321114229669715,-0.2565481637578502,0.2771818493856969,0.16070012623779514,3,1.4166035742794456,0,0
-0.17872609951418494,-0.9201225321931551,-0.12386544358111265,0.2831156057751943,-0.021463013835703267,3,-1.2038075281645728,0,0
-0.30251027209618936,-0.5141228858422002,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,-1.098991084066812,0,0
-0.2529966030633876,-0.5140344961787163,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,-0.9941746399690513,0,0
-0.20967214265968603,-0.5139703286826293,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,-0.8893581958712906,0,0
-0.17563149519963484,-0.5136507660531099,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,-0.7845417517735299,0,0
-0.10136099165043216,-0.4846270851574438,-0.26484083376889633,0.2831156057751943,-0.021463013835703267,3,-0.6797253076757691,0,0
-0.0239958837866794,-0.42949658226108595,-0.22337748371366584,0.2831156057751943,-0.021463013835703267,3,-0.5749088635780084,0,0
-0.07969876144858139,-0.4267819997113926,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,-0.47009241948024766,0,0
-0.0518473226176304,-0.4266885106442459,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,-0.36527597538248696,0,0
-0.03637430104487984,-0.4265308540810123,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,-0.2604595312847262,0,0
0.013139367987921929,-0.42642759115684575,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,-0.15564308718696548,0,0
0.13073433194082615,-0.41698434547442753,-0.024353403448559467,0.2831156057751943,-0.021463013835703267,3,-0.050826643089204745,0,0
0.05646382839162348,-0.4161335949633933,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,0.053989801008555986,0,0
0.12454512331172592,-0.41608430072798863,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,0.15880624510631672,0,0
0.16477497940087735,-0.41597593840015973,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,0.26362268920407744,0,0
0.211194044119129,-0.41589264814033805,-0.024353403448559467,0.2831156057751943,-0.021463013835703267,3,0.3684391333018382,0,0
0.22357246137732945,-0.4158382545012711,-0.22337748371366584,0.2831156057751943,-0.021463013835703267,3,0.47325557739959895,0,0
0.23904548295008002,-0.4157252177200846,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,0.5780720214973597,0,0
0.29320105845470695,-0.41571544386306486,-0.024353403448559467,0.2831156057751943,-0.021463013835703267,3,0.6828884655951204,0,0
0.26999152609558114,-0.4156856973417,-0.20679214369157364,0.2831156057751943,-0.021463013835703267,3,0.7877049096928811,0,0
0.3318836123865833,-0.4154940447540495,-0.22337748371366584,0.2831156057751943,-0.021463013835703267,3,0.8925213537906419,0,0
0.36282965553208446,-0.41542520280460515,-0.024353403448559467,0.2831156057751943,-0.021463013835703267,3,0.9973377978884026,0,0
0.36592425984663457,-0.41539588123354537,-0.23996282373575803,0.2831156057751943,-0.021463013835703267,3,1.1021542419861634,0,0
-0.5346055956874477,-0.7547412223114066,-0.23167015372471195,-0.25098180684346827,-0.6789335977490779,3,-1.2038075281645728,0,0
-0.6042341927648252,-0.4691537946440689,0.19954868684968521,-0.25098180684346827,-0.6789335977490779,3,-1.098991084066812,0,0
-0.5934340237070452,-0.4690161107451803,0.19954868684968521,-0.25098180684346827,-0.6789335977490779,3,-0.9941746399690513,0,0
-0.5748663978197446,-0.4689128478210137,0.19954868684968521,-0.25098180684346827,-0.6789335977490779,3,-0.8893581958712906,0,0
-0.5624879805615441,-0.4660652558257889,0.19954868684968521,-0.25098180684346827,-0.6789335977490779,3,-0.7845417517735299,0,0
-0.5439203546742435,-0.4659471196409401,0.19954868684968521,-0.25098180684346827,-0.6789335977490779,3,-0.6797253076757691,0,0
-0.5195348726755886,-0.41909932314346693,-0.19849947368052753,-0.25098180684346827,-0.6789335977490779,3,-0.5749088635780084,0,0
-0.5164402683610385,-0.415336813141121,0.07515863668399372,-0.25098180684346827,-0.6789335977490779,3,-0.47009241948024766,0,0
-0.6120016495943459,-0.9756218919544367,0.19954868684968521,-0.25098180684346827,-0.713221773608482,3,-1.2038075281645728,0,0
-0.6088760992366503,-0.8515551006459976,-0.26484083376889633,-0.25098180684346827,-0.713221773608482,3,-1.098991084066812,0,0
-0.5779610021342947,-0.8509648446720582,0.19954868684968521,-0.25098180684346827,-0.713221773608482,3,-0.9941746399690513,0,0
-0.5810246604056993,-0.8472907243331964,-0.26484083376889633,-0.25098180684346827,-0.713221773608482,3,-0.8893581958712906,0,0
-0.5779300560911492,-0.8375325904746159,-0.26484083376889633,-0.25098180684346827,-0.713221773608482,3,-0.7845417517735299,0,0
-0.5655516388329488,-0.837380033315045,-0.26484083376889633,-0.25098180684346827,-0.713221773608482,3,-0.6797253076757691,0,0
-0.5624879805615441,-0.8365981247534551,0.19954868684968521,-0.25098180684346827,-0.713221773608482,3,-0.5749088635780084,0,0
-0.5624570345183987,-0.4187351407319004,0.19954868684968521,-0.25098180684346827,-0.713221773608482,3,-0.47009241948024766,0,0
-0.5624570345183987,-0.4160154587785443,0.19954868684968521,-0.25098180684346827,-0.713221773608482,3,-0.36527597538248696,0,0
-0.0239958837866794,-1.4868953273161405,-0.26484083376889633,0.5797440876861703,0.6334019454158606,3,-1.2038075281645728,0,0
-0.16325307794143437,-1.3875483202121817,-0.21508481370261975,0.5797440876861703,0.6334019454158606,3,-1.098991084066812,0,0
-0.14778005636868383,-1.3874697044057174,-0.21508481370261975,0.5797440876861703,0.6334019454158606,3,-0.9941746399690513,0,0
-0.11838131538045778,-1.3757635983480458,0.008817276595624932,0.5797440876861703,0.6334019454158606,3,-0.8893581958712906,0,0
-0.08588797007768162,-1.3753700943654195,0.008817276595624932,0.5797440876861703,0.6334019454158606,3,-0.7845417517735299,0,0
-0.07041494850493106,-1.3752277360131735,0.008817276595624932,0.5797440876861703,0.6334019454158606,3,-0.6797253076757691,0,0
-0.0239958837866794,-1.375080278257265,0.008817276595624932,0.5797440876861703,0.6334019454158606,3,-0.5749088635780084,0,0
0.9043854105783539,-1.3157198200228282,-0.24825549374680414,0.5797440876861703,0.6334019454158606,3,-0.47009241948024766,0,0
0.966277496869356,-1.0150577052284042,-0.26484083376889633,0.5797440876861703,0.6334019454158606,3,-0.36527597538248696,0,0
1.0281695831603583,-1.014959116757595,-0.26484083376889633,0.5797440876861703,0.6334019454158606,3,-0.2604595312847262,0,0
1.2138458420333649,-1.0148856003547935,-0.26484083376889633,0.5797440876861703,0.6334019454158606,3,-0.15564308718696548,0,0
1.244791885178866,-0.48892078304130465,14.977086646533834,0.5797440876861703,0.6334019454158606,3,-0.050826643089204745,0,0
-0.0239958837866794,-1.5058850816051437,-0.26484083376889633,0.8705574883354386,0.40512155469084365,3,-1.2038075281645728,0,0
0.006950159358821707,-1.3151146907882065,-0.26484083376889633,0.8705574883354386,0.40512155469084365,3,-1.098991084066812,0,0
0.037896202504322817,-0.8644166465835403,-0.26484083376889633,0.8705574883354386,0.40512155469084365,3,-0.9941746399690513,0,0
0.9043854105783539,-0.8276074511460875,-0.2565481637578502,0.8705574883354386,0.40512155469084365,3,-0.8893581958712906,0,0
0.13073433194082615,-0.681127505889858,-0.26484083376889633,0.8705574883354386,0.40512155469084365,3,-0.7845417517735299,0,0
0.16168037508632724,-0.6810386912760689,-0.26484083376889633,0.8705574883354386,0.40512155469084365,3,-0.6797253076757691,0,0
0.22357246137732945,-0.6809600754696046,-0.26484083376889633,0.8705574883354386,0.40512155469084365,3,-0.5749088635780084,0,0
0.31641059081383277,-0.6792730227579135,-0.26484083376889633,0.8705574883354386,0.40512155469084365,3,-0.47009241948024766,0,0
0.6103980006960933,-0.6791650853803897,-0.26484083376889633,0.8705574883354386,0.40512155469084365,3,-0.36527597538248696,0,0
0.7527497991653984,-0.6790664969095805,-0.26484083376889633,0.8705574883354386,0.40512155469084365,3,-0.2604595312847262,0,0
0.907480014892904,-0.6789683333890767,-0.26484083376889633,0.8705574883354386,0.40512155469084365,3,-0.15564308718696548,0,0
0.9384260580384051,-0.5660811347101515,-0.26484083376889633,0.8705574883354386,0.40512155469084365,3,-0.050826643089204745,0,0
3.1015544739089322,-1.4659180804496614,-0.26484083376889633,6.810247634222353,3.227497294563781,3,-1.2038075281645728,0,0
3.9989897251284643,-1.2916442604810492,-0.22337748371366584,6.810247634222353,3.227497294563781,3,-1.098991084066812,0,0
3.2562846896364377,-0.6879097127610397,-0.26484083376889633,6.810247634222353,3.227497294563781,3,-0.9941746399690513,0,0
3.411014905363943,-0.6878557440722778,-0.26484083376889633,6.810247634222353,3.227497294563781,3,-0.8893581958712906,0,0
3.565745121091449,-0.6877622550051311,-0.26484083376889633,6.810247634222353,3.227497294563781,3,-0.7845417517735299,0,0
3.87520555254646,-0.6876883136520243,-0.26484083376889633,6.810247634222353,3.227497294563781,3,-0.6797253076757691,0,0
4.184665984001471,-0.687629670509905,-0.26484083376889633,6.810247634222353,3.227497294563781,3,-0.5749088635780084,0,0
4.72622173904774,-0.5192477865230555,-0.22337748371366584,6.810247634222353,3.227497294563781,3,-0.47009241948024766,0,0
4.339396199728976,-0.4910999282064312,-0.26484083376889633,6.810247634222353,3.227497294563781,3,-0.36527597538248696,0,0
4.494126415456482,-0.49088830295443575,-0.26484083376889633,6.810247634222353,3.227497294563781,3,-0.2604595312847262,0,0
4.648856631183988,-0.49072597193784473,-0.26484083376889633,6.810247634222353,3.227497294563781,3,-0.15564308718696548,0,0
0.2854645476683317,-1.489708498336643,-0.23996282373575803,0.2831156057751943,0.962125708059885,3,-1.2038075281645728,0,0
0.05336922407707337,-1.4873181528698263,-0.20679214369157364,0.2831156057751943,0.962125708059885,3,-1.098991084066812,0,0
0.2854645476683317,-1.4872000166849775,-0.20679214369157364,0.2831156057751943,0.962125708059885,3,-0.9941746399690513,0,0
0.4401947633958372,-1.4870772060467712,-0.20679214369157364,0.2831156057751943,0.962125708059885,3,-0.8893581958712906,0,0
0.4401947633958372,-0.9190945774048475,-0.26484083376889633,0.2831156057751943,0.962125708059885,3,-0.7845417517735299,0,0
0.5949249791233427,-0.5598543378878819,-0.09898743354797436,0.2831156057751943,0.962125708059885,3,-0.6797253076757691,0,0
0.5949249791233427,-0.5344457092386531,-0.24825549374680414,0.2831156057751943,0.962125708059885,3,-0.5749088635780084,0,0
1.3685760577608703,-0.45266742260306886,-0.20679214369157364,0.2831156057751943,0.962125708059885,3,-0.47009241948024766,0,0
1.4459411656246233,-0.4525446119648627,-0.20679214369157364,0.2831156057751943,0.962125708059885,3,-0.36527597538248696,0,0
1.554252316633877,-0.45241160251933127,-0.20679214369157364,0.2831156057751943,0.962125708059885,3,-0.2604595312847262,0,0
1.3717325541617116,-0.4174466914064979,0.03369528662876323,0.2831156057751943,0.962125708059885,3,-0.15564308718696548,0,0
1.590025942510076,-0.41633034695470633,0.03369528662876323,0.2831156057751943,0.962125708059885,3,-0.050826643089204745,0,0
1.6550126331156283,-0.4154498499223073,0.03369528662876323,0.2831156057751943,0.962125708059885,3,0.053989801008555986,0,0
1.6859586762611294,-0.4153614602588233,-0.09898743354797436,0.2831156057751943,0.962125708059885,3,0.15880624510631672,0,0
1.2138458420333649,-1.5833501226428275,-0.26484083376889633,0.2830562682112993,2.109153966264455,3,-1.2038075281645728,0,0
-0.25302754910653313,-1.556190698736126,-0.19849947368052753,0.2830562682112993,2.109153966264455,3,-1.098991084066812,0,0
-0.1756624412427803,-1.5560232683158723,-0.19849947368052753,0.2830562682112993,2.109153966264455,3,-0.9941746399690513,0,0
-0.09829733337902753,-1.555875810559964,-0.19849947368052753,0.2830562682112993,2.109153966264455,3,-0.8893581958712906,0,0
-0.020932225515274763,-1.5557725476357973,-0.19849947368052753,0.2830562682112993,2.109153966264455,3,-0.7845417517735299,0,0
0.13689259452678088,-1.5556297643332462,-0.19849947368052753,0.2830562682112993,2.109153966264455,3,-0.6797253076757691,0,0
